video_id,sentiment_score
mUcUy7SqdS0,0.0
VTVLcK2zybM,0.0
iLN0_ghe-Tc,0.0
BGk6_KEFtLE,0.0
7QLZXfVJmEY,0.0
1Apnffv9Yko,0.0
h2DY-VCtb54,0.0
MhneJpcGVD8,0.3333333333333333
oWithLP0VlQ,0.0
6ZfuNTqbHE8,0.0
nx1R-eHSkfM,0.13636363636363635
evhLzq7Gsak,0.0
My4RA5I0FKs,0.25
WeyLEe1T0yo,-0.07500000000000001
KXHrCBkIxQQ,0.0
7AXo-bYGXI4,0.0
REt-3P5h4Lo,0.0
v1OhsiZjpww,-0.4
0EQuVfP-vXs,0.0
XJBvP-NZJ9U,0.5
0nybdPCuvRI,0.25
BIPpvsf98wI,0.25
ZfHiw_LFNGw,0.0
ggpoZyF2lU0,-0.4
qEklBC2BQig,0.0
F0rXPrnC_Ps,0.1
xegUPsJaUKc,0.0
LYX7CnSiBSM,0.0
y7QjFRtt-sg,0.0
1vc1cKeor5A,-0.16666666666666666
JDK3l9TmwAo,0.5
W8_T7MMywcs,0.6
CXK3OiDgymo,-0.4
IbVR4kzVQrk,0.0
EP5ExDvQ3p4,0.0
L34y5NGMQBY,-0.1
fy5hua8oEVQ,0.16666666666666666
-v-_Z11T5L4,-0.36666666666666664
XvHgyZYz2LY,0.35
_KEN-cxmGw8,0.0
piyds9slayg,0.25
o9zRQijCN5w,0.15000000000000002
Em8C6AvD4sk,-0.2318181818181818
TNRrY8m71u4,0.0
9QkNE2m4ZDM,0.0
FA_gIAGNDQ8,0.43333333333333335
d7E3F0Vt2rE,0.0
PcYo_bdCvTk,0.0
lD0etN63KCg,0.0
KWn4JmiM2pM,0.0
J0VUaYYK-zk,0.0
aLSG3178eD4,0.0
hQlXLdZtX6s,0.0
Upems4CB_ps,0.0
0devsSCkYRY,0.0
6OSySP61QuA,0.0
PtR_Wzf94C4,0.25
Stbz2qg3ACc,0.0
XbuQAbG2AZ0,0.0
8z_cg5CypRc,0.0
TsT5GLWgSkU,0.0
LU6xDgpnIyM,0.0
k_aT3jAK_QU,0.0
aT1gOazMMm8,0.0
tuONqBMf3XA,0.25
SFr0fCgrTNQ,-0.75
-9OfAHgdV8Y,0.0
fLwKs5yslSU,0.0
pCfmsVFCPmY,0.5
rdJdJpwmcKU,0.0
sk-DFZh1G1w,0.13636363636363635
nMbUA7dghlk,0.0
we2XODhx-CM,0.0
Iay3Wu6wybA,0.0
h5XzGyjEkkc,0.0
Fh3zmz7Ravw,1.0
sTvY9Llqtms,0.35
izwomieBwG0,-0.35714285714285715
ZBXZojt6dpM,0.0
Lwfhn_MiTTg,0.7
pWZnhJay0Y8,0.11818181818181818
0vhxoVwqZkk,0.0
kehML-RAkd4,0.625
0xCggNCs2kU,0.0
BLts9UN_K3g,-0.5
CV0J3Bq3BIc,-0.16666666666666666
2BIx2x-Q2fE,0.3
aTvw9_dxBlk,-0.2
0MyCrMrkMFo,0.0
UAdJvXMIlXc,0.13636363636363635
Q9B45wXYpzc,0.0
4qakFfGRV4E,0.0
4SvJgnhnUag,0.4
TPcV_3D3V2A,0.0
Zx7p_tmWlq0,0.0
2nJ3U5dzvPs,0.0
ri1m5j_yq8A,0.0
sQi0Yu1ApyE,0.0
6d6SmcYcP_U,0.1
Ah7ldw_WmtE,0.3
dQLlS4l1UJk,0.5
lRdsL1z7Ml4,-0.3
B450jhJ5vHg,0.0
rRhzbPW3gzw,0.0
Wfoy_OvNDvw,0.1
dcZY7uG-mn4,0.0
lDyHwwSMRmM,0.0
WG8JK-cPu-g,0.35714285714285715
SM1w9PEQOE8,0.5
SA7AIQw-7Ms,0.0
zJUtRGrvkqM,0.35
4WnizmrnJlk,0.5
gob0unzEdRw,-0.15
8kFnLQySIzU,0.0
EKkzbbLYPuI,0.0
bMrRN99DYKU,0.0
817P8W8-mGE,1.0
0qpE8IHz3go,0.1
2HboMs0vbsE,0.0
Em9EI37Yy9g,-0.4
e5N_Tq1EtRQ,-0.16666666666666666
tfaGleA4qYo,0.0
OZqsFkJpvj0,0.0
0KFC9dZ7bxU,0.0
jLM2ibaRbrk,0.0
wSwewlSkIXU,0.25
44W9qstI8H8,-0.6999999999999998
sYorT6jRNDc,0.0
fEskVQgtwaI,0.0
tNla9nyRMmQ,-0.09999999999999999
o7iL2KzDh38,0.1
aA6Z0x4rX30,0.0
OrwBc6PwAcY,0.0
osc1DbNpNXE,0.0
HaRpFCEWLE0,0.5
9fe3ECuYWlI,0.0
K7NE3nfdkgg,-0.5
eep4_0JaaG8,0.010416666666666666
7NcVNt7zQJM,0.0
vOKOamXsXYE,0.0
cIriwVhRPVA,0.0
SYVSeH6sYYU,0.5
UKKYt6fWob8,0.0
EA5Tn5Gw_8s,0.0
jSh3FFKFH_g,-0.125
VhexfxLPgTE,0.0
J2kNt-PHayo,0.0
f2xPEy4PrmA,0.0
51tc6o12uqA,1.0
oeAEuiovVbg,0.35
gvZW4Lh-8Mc,0.3125
mGAdg2lB6nQ,0.0
be3BHwNi58A,0.0
Fq0cNEAbsJE,0.0
qLoqdxFqT9A,0.35
eu6hJx1L9IU,0.0
oX4YCoO6tK4,0.0
DQQN_79QrDY,0.5
H9wMNxbQM-4,-0.19999999999999998
GhcqN2FDAnA,0.0
8cpqLRC7T80,0.0
2iC9IGKIP50,0.0
hBvcngHRTFg,0.2722222222222222
h8hMvvP_Bdo,0.0
QF031DwMffQ,0.19318181818181818
SGKcrxK9hsg,0.8
Mqaobr6w6_I,0.0
chFKDaZns6w,0.0
-py2awmME8s,0.0
beUCw1VH11U,0.4642857142857143
ElmsIGT85tI,0.0
B9127l-xpdE,1.0
hms9nX3RUdk,0.0
QUDYmBTrudU,0.0
uUEdjGTIB9Y,0.0
WXyLdg4mJxo,0.0
Bju5Enu--80,0.5
uLY6Nypmk1A,0.0
lyavSkF30Rs,-0.2
k9oMv0JzCn8,0.13636363636363635
8bKKVuZA0ys,0.0
RxzZ_OXQApM,0.0
CVPp5FtQN8E,0.0
BGtsTNCMrQI,-0.15
p7E8g-Ity0k,0.13636363636363635
NyNtWpDnT0Y,0.0
_9YMpuLDnwo,0.0
Z2Y8jGrkrDc,0.0
e77J4g0LMOk,-0.0625
sW5HaEsnuMI,0.0
bXYkU5u5pzg,0.0
spuXN0ccRQ8,-1.0
xejjA2AFO5I,-0.16666666666666666
iMg9ibfcBnM,0.0
sxxJug2Ob_A,0.0
AWtpYfjylCo,0.13636363636363635
Z48OG9917mg,0.0
an6dsm86Kn4,1.0
gkvhlo4a5iQ,0.0
oFBuCp19L7M,0.0
EYLUUm9SLW0,-0.625
-rZkKvRZ0UE,0.0
MQSRmx9zS64,0.5
olOdCkYIsrA,0.0
uFUHjJQIC_4,-0.625
aSO1gltbg0o,-0.2833333333333333
8IEvxQKzLyI,0.0
PWrsHhAuVZg,-0.25
qaivW5joQrk,0.0
SsmgtO1zAhg,0.2
cNrfQm9yG5o,0.0
wG7byaLSmFU,0.13636363636363635
-gfGtIHfU7A,0.0
1I0cUTXwr-k,0.0
GxLYCKB8v2w,0.25
GDUncuEErzQ,0.0
J3IbiFCR-Xs,0.0
5MtBgDVPtx0,0.0
7uvxjNut1gk,0.25
Tn5OBFgiExQ,0.0
JdrdNQfZoqs,0.4681818181818182
SxAp27sFaIM,0.0
266EI7hdjFs,0.0
c3BTGJgd8Wo,0.3181818181818182
me5ifeBFaFo,0.0
-C5q3oir8gA,0.0
X6iJ0hPpGec,0.3333333333333333
xl3HhY2BTuU,-0.4
sjN-NGsRg9g,0.34545454545454546
1l26UFQ06eQ,0.8
w4lcP5ZA4wg,0.35714285714285715
92HCNclQOYo,0.0
a-4_6bThk2E,-0.6999999999999998
hRAGY4BaFQs,0.1
48qcnpCWBq0,0.5
6wHVgiM0R54,0.0
YF6xzqOfCD8,0.0
JR4oPuV3CWg,0.0
JgByDCdtNE8,0.0
l5S5DM564O8,0.0
bJNnsAmNoUc,0.0
3SlG3sE8Ytg,0.0
X212iTIMfYU,0.0
76-ui4F8DJ0,-0.5
6SevTnFTdpA,0.0
A34O0pCAQ60,0.0
OdpHOc7vqHA,-0.1
0doVNhCyoA4,0.35
DgOUdtUlL24,0.0078125
UpGPcHrVUZI,0.0
eV6yLbWCMDU,0.0
HVjlcUtuENM,0.0
k9oMv0JzCn8,0.06818181818181818
a33EuuqAP9U,0.0
q_yzyuYDhVw,0.0
pKkZjjhPCQM,-0.5
a_iMlwkzwow,-0.6
dDAlGl_8f9U,0.6
-RmUADCWI4A,1.0
YvcIeSfaB3c,0.5
qgTtyfgzGc0,-0.16666666666666666
z1FfOwjlqxU,-0.4
KjICBHj1EzM,0.0
k8RSetlPF04,-0.25
BOZngVYS04s,0.0
mrORbZ2dS08,0.0
dd3XfA4NVcQ,0.0
v_CMMWCN5nQ,0.0
AtbyHpFeVDI,0.0
bqbWMgkvedI,0.0
0ZAA9Y4F37I,0.0
mNj27CgDAhQ,0.5
U0Az4NHlzfc,0.4
R8WBN3fJmwM,0.0
blgS56pESPk,-0.23076923076923078
BC19fhyTG_M,0.0
mIxlvVlOIS0,0.13636363636363635
84hXRY0uwQ0,0.35
2v34qDKvLqM,0.25
032BPsxhreM,0.0
0v-6AylRH68,0.0
xi8u9DcC0_Q,0.2375
u5Jw7D-c3II,0.625
OImHUNVLlco,0.0
Gw-Mm-hS_UY,0.0
Cfn25A6krNg,0.0
kJ18whKduFo,0.0
oxSlLYC_Exw,0.0
VPJ7BcVsOUU,1.0
Sl-NvOZ23m8,-0.5
TzQe4sqjZT8,0.0
hKqzBGE5w-0,0.13636363636363635
AW9M7Cmzjj8,0.0
CRnCh-Y-kwM,0.0
YF8415hDtEg,0.375
Qh06wlg9RmU,-0.8
q6xkWA0Qi98,0.0
J7BVU65c8AQ,0.0
SiDhj1Vq-uQ,-0.016666666666666677
W_pH4u5-NhE,0.0
nVHcXZK7pKs,0.0
tfyNPxM-M-w,0.3666666666666667
MDsJ9hheH30,-0.8
ajh-Gn-2wWo,-0.3
FlsCjmMhFmw,0.0
Zh4c5IrllBg,0.0
dUztYCMZYls,0.3333333333333333
7Nv1KoqM6vc,0.0
5ELQ6u_5YYM,-0.16666666666666666
QbDuBTWrU-o,-0.15555555555555556
Bf22Vq5phKo,0.5
upzmEBwEtpo,0.0
qLVZiKDNxtw,0.0
KXRYlfjlFLk,0.0
GnevZOMl78I,0.0
koUB3vl737c,0.0
5wKYV-9Tq1o,0.0
aJ9XruZm_Hg,0.5
IEqj7xR9iOU,0.0
5Kk5QxB9lWk,0.0
6mDsa-AqNcQ,0.0
UZf9m_x7o88,0.0
Xpw0ts8RTfk,0.0
0lXX3dJUAGY,0.4000000000000001
t9JlSrTH9r0,0.13636363636363635
6bJRu0_p-Ig,-0.2
Hi91aDmYI2E,0.55
XSP5yHZN1I4,0.0
h4kv0iKgiks,0.0
j5cSKF5FzD0,0.0
a-4_6bThk2E,-0.09999999999999992
QA2fKoT6Sig,-0.2
mG9kK9TgxkQ,0.13636363636363635
1qKBNKtzTWg,0.0
PgpOosts_Ms,0.03409090909090909
3Xb3eOH4PMA,0.0
smRlXuBcp3c,0.0
AgrK2P3Ruug,0.0
D8PXRnN0KPU,0.0
I_puTos3yVs,0.0
BPmgDhwbd1w,0.0
__4c1JCHvaQ,0.25
sFMehG2tDcA,0.1
Hlch9lKAeXo,-0.16666666666666666
kl39KHS07Xc,0.13333333333333333
_72fqgEevOo,0.675
r8FQ5wUYm9c,0.7
48pP0WFjuOE,-0.625
8mQelXnPxUQ,-0.7
ceJcHUoO734,0.0
IfYRzxeMdGs,0.0
iU4J2FF23Do,0.0
bg7RjxsghNY,0.2
VRiJHZU0Fxg,0.7
oYL6kldXWkg,0.0
Ps-nEyvsCKY,0.0
mkpINSUnDpA,-0.34726495726495726
9U9N7U2XdcI,-0.43333333333333335
Lx_rI8ACqsc,0.13636363636363635
GP0uH-PaE_E,0.0
mv73u5qHf08,0.1
yyr51Kznab4,0.5681818181818181
jgvQzWAhoiw,0.0
ZZE1_maXiAI,0.3125
PUvVjWR3zTQ,0.0
mebZJFd8_Vw,-0.4
15aTCG3as6Q,-0.4
9WwKW2wIU-k,0.0
rH_sH0jPVTg,0.0
3yt4JsB9psg,0.0
A_fUji0jTAE,0.0
uA8d1Y4K-2w,0.0
hNsd-m30m2E,0.0
BEcs3TL8DII,0.125
LO0FwPXJbi0,0.41666666666666663
qoPCbB_uGMw,0.0
zslYmBRhdOM,0.0
RggWMGU2iYw,0.13636363636363635
xkYpO9ATUT0,-0.625
2sxuAm569IY,-0.04999999999999999
AM1pavPRU8E,0.5
R39-E3uG5J0,0.0
l3f_1zEEnR0,0.0
KDPG0YEsD5Q,0.0
Rjv1NlMiUyI,0.0
sciODVQP43w,0.0
vgX5M1eVhyw,0.0
NbUtY1RVvn8,0.0
_h9EEni5rks,0.0
tNOkWPYY8No,0.8
s3oogx4roPI,0.425
3L_a9HxXzS0,0.0
5wVnr3cahQg,0.0
_cn12TCA4SY,0.35
_0p3gPzPGNs,0.0
r04uNjeWHO0,0.0
Ux7f_eqeLYw,0.2130681818181818
JP5BL-lCoQI,-0.5
w4n1XcBdwFk,0.15416666666666667
9bdXZzQvb0U,0.0
dYXaxeJBj5k,0.0
GF_0i9WxA_s,0.0
0jmDHoPUGKI,0.0
GcbsIv3QdFs,0.0
2b5C6Xp3pwA,1.0
kqWQFnH6h-E,0.225
n1_Nx4OXnjU,0.0
Yxv5EY-JwmU,0.0
mlCflbej6EM,0.0
9v_rtaye2yY,0.0
vn9mMeWcgoM,0.0
JBDWIGpKnwM,0.1
aj8mN_7Apcw,0.0
Bs5Ml7_2wT0,0.15
iGXYZwZEZa0,-0.25
NyNQLRhsAsk,0.0
dyBFAX4SDEc,0.1
vW7H-DKivX8,0.05000000000000002
56KYMMGudcU,0.0
hjZJaf6FbOw,0.0
EZSCtgfmEO0,0.0
oXE-ssvbhQA,0.0
eYJCjVkOImU,0.13636363636363635
jibff9m0SjQ,0.0
bye513KciIk,0.0
bPj2fbz0ZgA,0.0
OVa-sqcDYZ4,-0.2
inZzcTXYowY,0.0
6TOSV3-7hzU,-0.4
2jhwGiO5XJ8,0.0
Sqbv7cCM5AI,0.0
hpvDsw1D29w,0.0
oOAohDViea4,0.0
8KaKWPJq5dY,-0.625
5Ad2pIlg3Dk,0.0
HKIIgYFhQlE,0.1
h8Q3IhUwX_4,-0.5
MUB-h2NeQYA,0.0
2E_HEeOpiEA,0.4375
d9h_qtOoFnA,0.0
fd7M_5xW0SI,0.0
2jP6MFBXFaA,0.0
ixMqVcjsSVM,0.0
p4qyWei8Kmo,0.0
xlQLyAOQXjQ,0.35
3IdqPpwSE2g,0.0
oKeF7K2VZtQ,0.13636363636363635
jXoDKhdUvFo,0.0
exQ2u3qSfrM,0.125
VFreC_yfQqs,0.0
Wff1pf2EdS4,0.13636363636363635
sZWmwHjFRPI,0.0
Nl6YEW1s7x8,0.0
MkR8GY2YBAU,0.0
LiXQFixzqJ4,0.0
gd5a6LUuU-w,0.0
vOEaiQ2d6Mo,0.0
8Jmd7-1quDM,0.0
VKY5Ws1Ys1w,-0.021212121212121238
l35LGiJmXNs,-0.3125
PXWlnc-Qcwg,0.0
fuHcdFPBKy0,0.0
QK_iX5cPDhE,0.0
6i2cebTn0nc,0.2130681818181818
00nmxR1mxIA,0.0
bo8OYPYRTIY,-0.6
Ub53c95Soqk,0.25
ZYCDNf1a-kY,0.0
uwUchGQRXKM,0.25
Zi9MkiQzl20,1.0
H4CkXh3FSo8,0.375
aphpJi5jKrM,-0.16666666666666666
Y26pMy4jf8U,0.0
fJJBAwiOjRI,0.625
MUB-h2NeQYA,0.0625
RdAKIVgTKuw,0.5
MtFjRvKfv70,0.0
ySBjb4_JGtY,0.0
mQ8sFRuDyiU,0.6770833333333335
37xIzAWyO8I,0.0
a9B4AgwYG4E,0.175
O3bqhRN2thM,-0.5
upC36TCNXvg,0.0
30TkClWvT5k,0.0
q6xYUHb4B1k,0.0
YPHDFdk_BW8,0.0
cSp1dM2Vj48,0.2
A8HLnDP6uRM,-0.3
S-4rhjO6xYg,-0.6999999999999998
ZWAkzvL5Ho4,0.0
Ep6-bNu16_I,0.0
UVNIEszp2UQ,0.04545454545454545
X3gKYTc6lbw,0.0
1bSDtlARvPI,0.0
oiC_HG3u-nk,-0.08333333333333333
UAJDrWVyOoA,0.0
ta6sV6WrElE,0.0
QsLmJq8cHlA,-0.3098484848484848
K7XsnDRtAcw,0.13636363636363635
Zzi4EQKBbOY,0.0
vglAsbxMX_Q,0.0
RUbWdNGaYEg,0.0
8H0alk0e0tg,-0.09999999999999998
zYlW81GZYug,0.0
OPbtnEXZ1H0,0.2875
S7kG641iA_g,0.0
WmNGq56WMLE,0.0
r3d2alzgjKc,0.1
dw74T9x6lDE,0.13636363636363635
1yf8ZSjtXiI,-2.7755575615628914e-17
QOdVw75Vbv4,0.0
tvs3yvEcARA,0.0
GkgkP0ARxd0,0.2
JlcJaCS4BPM,0.5
KUSc7aScV9w,0.0
r4VJ8o6yqzM,-0.3
t5Lz14wu1uw,0.2
khPLWaBioOs,0.0
UH0nTHb6OdY,0.25
t5_dSCu_mLY,-0.5
-oOlAGKBXnA,0.0
1HJkmKODN4Y,0.11818181818181818
3UoKswz6OQc,-0.2
2QHltvwTjSk,0.13636363636363635
yqulWPljawo,0.0
IXJhN4cOVM0,0.0
5beh5ztM0K8,0.0
-o7zywbiFVI,0.5
_JhaVNJb3ag,-0.08333333333333333
2yCp-Dj5-7c,0.25
N4LQuwSjc34,0.5
oKuPJ7zF0_k,0.0
fO8pPjlFtNw,0.0
_ASpoeFRTZ0,0.0
8dsf7S5GO1U,0.0
FO_Ox_dH0M8,0.0
XiIShINrftE,0.13636363636363635
ii3n7hYQOl4,0.0
zIiIcjfA2-I,-0.016666666666666677
lzuWvKn80V8,0.6
AzLYMcneJMU,0.13636363636363635
RiVuoe-jaE0,0.5
TM8hwHtWSJg,-0.5
AeB90B9__xM,0.0
3A-3NaPA3QU,0.0
qE7psdp1jVE,0.0
30UjfElERlc,0.0
LTWh-i-iJqM,0.125
agOq6iS4aVw,-0.2
Ali918UJSpU,0.26633522727272724
wJ5bOg46D7Y,0.0
vfqeeScKVyc,0.0
cON3fiEm3Lc,-0.4
6P6Ia5Qj9W0,0.13636363636363635
xp0m08eOD5U,0.0
o8m2kXgCIMc,0.1
exGGotfSuH0,0.0
ZKUerb6IH4Y,0.0
23QOy9Q2qNI,1.0
tRbHXZvVMbM,0.0
DUYa7rjRz0s,-0.234375
bo7cX6kCM2A,0.0
j28Gt5_Mlo8,0.0
1ZqFDsq09H8,0.0
tFUKsthR-Ts,0.0
kuTBea8_-LY,0.0
r5w4y6GW4U8,-0.2480769230769231
9U2kr_QfhoQ,0.1
SI1J2bbbOt4,0.0
HDDIWGlBt3o,0.0
8oKl_qDJHt4,0.7
fOhB5JyEkOQ,0.0
GSCP2yg-v2g,-0.5
a7NJ6Gek9v4,0.625
lYEj9snU838,0.0
0vKkwJwL77Y,0.6
ZnQGzfrEpsc,0.375
2GrKY7Qqal8,0.44999999999999996
JiOXpKU7tWc,1.0
8qL4lMQQ9IE,0.0
xNvlaa5-vtI,0.0
9OeZYhjyweQ,0.0
j7RZy2B73hw,-0.4
YlpXoQEqBWI,-0.41666666666666663
Y62ExbHI4Yk,0.06666666666666667
h-h5Mhlt6O0,0.0
wd8h1iND_ys,-0.15555555555555556
QXcbVHFE2bo,0.0
sukhhtHWgko,-0.15555555555555556
nUnJQWO4YJY,0.0
0DpCDxoj_Xg,0.0
MyAnv1nY5Vw,-0.125
fYo_ZqCFafU,0.11818181818181818
rRzxEiBLQCA,0.0
Wl7V4LwkfQE,1.0
oPM3jxnoqhk,-0.15555555555555556
ERBEwrn4f7Q,0.25
czX0j3L2ZzQ,0.0
XsVy4ImgM0o,-0.1875
qxbS8qbBL0c,0.5681818181818181
WOUZxG1JcGI,-0.5
dx0jvrlV_EQ,0.0
SbnJwF7GrWg,0.0
mSgDg1oiOCs,0.0
vZJXXguLysI,0.0
tclPO3kOlfM,0.39999999999999997
a49beT37Bc0,0.3
bcHh116rcV0,0.0
6wpb3YfXGqU,0.55
Hfho_nJ5JJ8,0.0
LRrzLpfdY1g,0.0
ozhENW1LDa8,0.13636363636363635
SeVYqisjAQk,0.6
fqQ7ymRr5X0,0.0
zEHRNS-Scrs,0.0
oFqHvacY9Kk,0.0
eWdZk_88r8I,0.0
givBfOQ47OE,0.2
Vxww9Ap3DdM,0.0
bMfcrZYOAnE,0.0
_rUCjWv0vwA,-0.3
wENhHnJI1ys,0.0
FITSPSA8gQs,0.0
gCwDzQcbiF4,0.1
s0QeTtDix80,0.0
3Z6kYVQC83E,0.0
89OP78l9oF0,0.0
pA5NbgdpRpk,0.5
3Sa8G-VR13Q,-0.3
JOZzku2SrzQ,0.2
KdfCcEnJDlY,-0.16666666666666666
8I_NkJ8VTEI,0.0
vI4LHl4yFuo,0.0
Oy9R-z7YTRc,0.0
s1yurGsRM_s,0.0
XkVwqEdYlNA,0.01874999999999999
Na7VFFnqWVI,0.16
oQxKEtoHygY,0.0
6FbdqwlR0H4,0.0
IQYLPEuAClo,0.0
iKjEoPA0LlY,0.0
ZLFak6N04GY,0.3181818181818182
KROef3M9gjk,0.5333333333333333
stMM0EsoGwY,0.0
BLOIU9DpLq4,0.0
wTiDluJ4Yd0,0.25
dedaP9ym-hY,0.0
66kn6Dcr12E,0.0
QK0s815RTJk,-0.6999999999999998
tT-lTxhW7pY,0.35
hZJDAJDD-uw,0.0
t7Fa1GUf-LE,0.13636363636363635
tUBLW5bCqfM,0.0
HTi1c_tLnqw,0.0
3j5eGupDWY4,0.7500000000000001
KjHan6D3O3g,-0.025568181818181823
IC_lnyn2R2Q,0.0
BWJY1na9qao,0.1
DkXD5949qqQ,0.13636363636363635
PKa01AvSATE,0.0
kzFHjyysXr0,-0.25
AYte8ks2KAk,0.0
yArprk0q9eE,0.0
CSDHM6iuogI,0.25
1w9tf3vSuVs,-0.4583333333333333
K4STcvndzbE,0.0
-QxZv_wJ1aA,0.0
r4ppTbMcFTo,0.25
Jq_98dJuIck,0.2
Dm9iTlsaie4,0.0
wtTmLBfIiG4,0.1
kZ3xRQOhpQI,0.0
kz1xzBYppW8,0.0
31Fbv9qRV7s,-0.5
Gjs1QSa9fpI,0.0
NvG1FTafzAw,0.0
hphLiGW6FgE,0.2857142857142857
sMEmj80EJy8,0.0
32YGGYaUTgE,0.5
8J2q99ApzGs,0.0625
1UPJ_Uk9s5c,-0.010101010101010102
VWFoCcbXqAw,-0.2
ZeGNvhAsUW8,0.0
UPPkvPe5WJ8,0.0
dkD1l8iKedE,0.17045454545454544
RBpLVXNN6i0,0.375
wCMHJ8bbTQs,0.35714285714285715
lJkXbzQPIkM,1.0
hMBxriQamIU,0.0
1iUgR_lKn1c,0.0
w1zwGLBpULs,0.0
1emNguW5xAA,-0.5
PRHVfIbeGpQ,0.44642857142857145
Z7GkGeZrb2Y,-0.04999999999999999
fEqzx-36pOo,0.0
EtfIzNdt9Ac,0.0
8d_202l55LU,0.0
hu_4yAZVNsU,0.5
xLkHEZTSeoU,0.25
Oapebl0bADA,0.0
6xe64i_4GhM,0.55
wzKL-bQKcgA,0.25
lV3eV9w0h0U,0.0
h_67XloYXTc,0.0
ZLgE9FBOtTY,0.13636363636363635
0EbFotkXOiA,0.0
0b6l7MIaGdA,0.35
MvIwx0JThsk,0.0
oD9XpUKD7y4,-0.225
DbF91ZtpGGc,0.7
NVe6fC4Af-w,0.0
BHuH-vySEMA,-0.3
ChF_ypmiIs8,0.08333333333333333
dRvKm__GrqU,0.0
NsUQU3r2nsM,-0.03125
sD_31GJmhUc,0.0
6ZJghIk7_VA,0.0
arv7U6cfD40,0.5
jehMXPadHS0,0.0
NeH_wFJ8lZc,0.3
TOdGYZ20oSc,0.75
Y0D0s9eIKuw,0.0
adz_lnvL0qI,0.0
bAHAwesTLB4,0.0
YfOHh5mt9SM,0.0
hXz4LdA-BRI,0.5
_CZHqpIpN4k,0.07227272727272727
FY8T06A-j_c,0.5
DIM6F38ITsY,0.0
IMzf3C34NNM,0.0
OkvNxYMyips,0.0
POcPgCMwYGE,0.7
wwX-RSqxEXc,0.0
ui05f6CoIxA,0.0
Alt2HGrsfnw,0.0
ZOBvRs4btvE,0.13636363636363635
0bSE-rh7jFg,-0.2881944444444444
lw_KFCgcvA4,-0.2
RQREeUE9eGI,-0.4
3fArI2PZBUo,0.0
9FVkXIj-wLQ,0.0
1PhdQdJjDZc,0.0
7l2NnC0MNt4,-0.1
So_guHTJ4Ng,0.0
GpekGi00XCE,0.13636363636363635
B7B6x2bHcUs,0.0
DrY4EUirqgE,0.0
eiDiKwbGfIY,1.0
OPHbqY9LHCs,0.0
noUH5aYUBx4,0.0
TZSVf-yD7N8,0.0
K-yazBBF3gE,0.0
Wpr2WvQn-kg,0.0
T7H7uH2t854,0.625
p2P5jrcNwY4,0.25
9mwM1VB9qs0,0.0
GIRJck1pVRA,0.0
D7sj7L1uLiw,-0.30000000000000004
prmQgSpV3fA,-0.16666666666666666
QRis1pHOhj4,0.0
t0N7Vv7bafU,0.3181818181818182
oxd0unpN_Hw,0.0
-RUbNqpwOt8,0.5
ZWGh7si0Y50,0.0
c835XURBeLQ,0.1
CHXD9k19q1Y,0.0
ZTwOsL-pVzU,0.0
JVHFMBfG-cM,0.0
n4GynhABYdU,0.39166666666666666
dR10LRByhRc,0.0
oiAe-vck-sc,0.25
AenmqoozqoA,-0.033333333333333326
TDqjoaURNOQ,0.0
hiGqKwy4yM0,0.0
QDHcA33yT0I,0.0
QzQpsHScgHs,-0.15
tymvJ8wowG4,0.0
6kLYXbNZWRs,0.0
bw_ob5GFi6I,0.125
IjFxx9SrOTU,0.8
XXXqaYls50o,0.0
37z3bfXu3BA,0.7000000000000001
eZFvbili87g,0.5
HJqALBKE4r4,0.0
Id2hMkmcIMA,0.0
t7Fa1GUf-LE,0.0
P4VipvC54W4,0.0
-W6v2_0evUU,0.0
szTpLSf9QhY,0.0
sVfTvLm-7Ac,0.0
dI5IxmA19jw,0.0
OdJh_Q5XY4U,-0.3125
iCXQwI2Luw8,0.125
F4Q3kWZ369A,0.8
MYmQlBpF5e0,0.0
skFCPu6elew,0.12424242424242422
JuUi12XbalE,0.0
SqyPQ5eAgCY,0.25
OmM425PFd3Y,0.6
2vQ_fnlvvr8,0.0
b9lb2x_OHOk,0.0
Dc6ZDo9ViNA,0.0
EajOkkJ80uc,0.3
gG_XI2jXMKs,0.0
2fJIRQJ39eA,0.21212121212121213
h_-JFUci0BM,0.225
fZYtg2BTWBI,0.0
_odvYvbW9VM,0.1
PitE6FVIjgs,0.8
qVYwqepVCY0,0.0
BR7AnZ3S8u8,0.0
X9QiHlEC22U,0.0
dmtTnGlTUI0,0.0
cZxOvNxbi7U,0.0
DWG2mSSBi8U,-0.2
IbmvDn6I6sI,0.0
eQTcXGk9BRk,0.0
KKwmGuQaMfo,0.125
IR8k4uYnTfI,0.0
acVAwLTe3lM,0.0
-t5YLGn3VHQ,0.1
hOulcmOHCIQ,-0.19999999999999998
v9wbMzkVseE,-0.4
FnAx2bLICOo,0.0
JcdLF6XQ0iw,0.0
1Znl8OUBa_o,0.0
SO0HTI8QuQU,0.2
GjDK_6NtYGQ,-0.3
I-xZz2OabW0,0.0
4vZJn6r0dRw,0.5
tBnIH8xPyZA,0.35
8bXF29AeVQc,-0.16666666666666666
D0N3qaqXymY,0.8
gy_aLyB41wQ,0.0
1iGBHh1q0Kg,0.0
W-KEuvd3S-Q,0.0
r1x0X5PCYak,-0.15625
0IC3II1i5yM,0.0
AEAHRq62p3Q,-0.04464285714285715
2--Pg-y3xNk,0.5
25Uouf_9DUk,0.55
